genes,coordinates
YOR126C,chrXV:542410-542477:-
YOR127W,chrXV:542631-542648:+
YOL136C,chrXV:54778-54826:-
YOR128C,chrXV:547944-548015:-
YOR129C,chrXV:551360-551404:-
YOR130C,chrXV:552560-552655:-
YOR131C,chrXV:554939-555028:-
YOR132W,chrXV:555072-555212:+
YOR133W,chrXV:557044-557118:+
YOL135C,chrXV:55850-55913:-
YOR134W,chrXV:560462-560528:+
YOL133W,chrXV:56062-56144:+
YOR136W,chrXV:562115-562330:+
YOR137C,chrXV:566064-566189:-
YOR138C,chrXV:568385-568482:-
YOR140W,chrXV:568704-568726:+
YOL132W,chrXV:57050-57099:+
YOR141C,chrXV:574626-574694:-
YOR142W,chrXV:574882-575000:+
YOR143C,chrXV:578921-578999:-
YOR144C,chrXV:581675-581698:-
YOR145C,chrXV:582717-582777:-
YOR148C,chrXV:585747-585787:-
YOL131W,chrXV:58790-58883:+
YOR149C,chrXV:587940-587995:-
YOR150W,chrXV:588485-588517:+
YOR151C,chrXV:593456-593507:-
YOR152C,chrXV:594927-595018:-
YOR153W,chrXV:596122-596224:+
YOL130W,chrXV:59895-59974:+
YOR154W,chrXV:601214-601251:+
YOR155C,chrXV:604507-604560:-
YOR156C,chrXV:607227-607241:-
YOR157C,chrXV:608290-608396:-
YOR158W,chrXV:608632-608684:+
YOR159C,chrXV:610145-610194:-
YOR160W,chrXV:610306-610335:+
YOR161C,chrXV:615094:-
YOR162C,chrXV:618637-618744:-
YOR163W,chrXV:619208-619270:+
YOR164C,chrXV:620870-620929:-
YOR165W,chrXV:621000-621082:+
YOR166C,chrXV:625048-625098:-
YOR167C,chrXV:625551-625617:-
YOR168W,chrXV:625808-625822:+
YOR171C,chrXV:630482-630548:-
YOR172W,chrXV:630686-630745:+
YOL129W,chrXV:63306-63412:+
YOR173W,chrXV:633703-633798:+
YOR174W,chrXV:635141-635228:+
YOR175C,chrXV:638270-638308:-
YOR176W,chrXV:638807-638931:+
YOR177C,chrXV:643710-643823:-
YOR178C,chrXV:647037-647134:-
YOR179C,chrXV:648935-648995:-
YOR180C,chrXV:651711-651800:-
YOR181W,chrXV:652394-652429:+
YOL128C,chrXV:65241-65281:-
YOR184W,chrXV:655761-655845:+
YOR185C,chrXV:658654-658754:-
YOR187W,chrXV:660421-660539:+
YOR188W,chrXV:662177-662227:+
YOR189W,chrXV:666108-666144:+
YOR190W,chrXV:667049-667175:+
YOR191W,chrXV:668886-668961:+
YOR193W,chrXV:680892-680928:+
YOR194C,chrXV:683086-683139:-
YOR195W,chrXV:683303-683338:+
YOL126C,chrXV:68550-68900:-
YOR197W,chrXV:687217:+
YOR196C,chrXV:687367-687412:-
YOR198C,chrXV:690593-690821:-
YOR201C,chrXV:692229-692267:-
YOR202W,chrXV:692404-692460:+
YOR204W,chrXV:693394-693440:+
YOL125W,chrXV:69494-69617:+
YOR205C,chrXV:697746-697791:-
YOR206W,chrXV:698003-698022:+
YOR207C,chrXV:704009-704051:-
YOR208W,chrXV:704224-704288:+
YOR209C,chrXV:708362-708406:-
YOR210W,chrXV:708779-708828:+
YOR211C,chrXV:712193-712309:-
YOR213C,chrXV:715821:-
YOR214C,chrXV:716944-716967:-
YOR215C,chrXV:717798-717877:-
YOR216C,chrXV:719531-719588:-
YOR217W,chrXV:719714-719774:+
YOR219C,chrXV:725589-725644:-
YOR220W,chrXV:725798-725897:+
YOL124C,chrXV:72597-72615:-
YOR221C,chrXV:728132-728211:-
YOR222W,chrXV:728750-728852:+
YOR223W,chrXV:730270-730312:+
YOR224C,chrXV:731763-731844:-
YOR226C,chrXV:732617-732693:-
YOL123W,chrXV:73264-73343:+
YOR227W,chrXV:733056-733177:+
YOR228C,chrXV:738497-738579:-
YOR229W,chrXV:738813-738896:+
YOR230W,chrXV:741229-741304:+
YOR231W,chrXV:742921-743071:+
YOR232W,chrXV:744953-745018:+
YOR233W,chrXV:746129-746257:+
YOR236W,chrXV:751382-751409:+
YOR237W,chrXV:752398-752512:+
YOR238W,chrXV:754097-754186:+
YOR241W,chrXV:757671-757683:+
YOR242C,chrXV:760499-760535:-
YOR243C,chrXV:762764-762792:-
YOR244W,chrXV:762955-763028:+
YOR245C,chrXV:765836-765894:-
YOR246C,chrXV:767358-767400:-
YOR247W,chrXV:768174:+
YOR249C,chrXV:771250-771314:-
YOL122C,chrXV:77256-77293:-
YOR250C,chrXV:772824-772887:-
YOR251C,chrXV:773934-774031:-
YOR252W,chrXV:774132-774167:+
YOR253W,chrXV:774842-774906:+
YOR254C,chrXV:777548-777594:-
YOR255W,chrXV:777754-777781:+
YOR256C,chrXV:781260-781378:-
YOR257W,chrXV:781435-781507:+
YOR258W,chrXV:782122-782159:+
YOR259C,chrXV:784195-784279:-
YOR260W,chrXV:784417-784443:+
YOR261C,chrXV:787429-787559:-
YOR262W,chrXV:787709-787781:+
YOR264W,chrXV:789300-789357:+
YOR265W,chrXV:790890-790955:+
YOR266W,chrXV:791429-791476:+
YOR267C,chrXV:795395-795430:-
YOR269W,chrXV:796816:+
YOR270C,chrXV:801240-801277:-
YOL120C,chrXV:80226-80262:-
YOR271C,chrXV:802539-802687:-
YOR272W,chrXV:803228-803283:+
YOR273C,chrXV:807134-807137:-
YOR274W,chrXV:808140-808193:+
YOR275C,chrXV:811574-811606:-
YOR276W,chrXV:811769-811844:+
YOR278W,chrXV:813285-813332:+
YOR279C,chrXV:815237-815282:-
YOR280C,chrXV:816309-816366:-
YOR281C,chrXV:817648-817697:-
YOR283W,chrXV:817809-817905:+
YOR284W,chrXV:818919-818943:+
YOR285W,chrXV:820119-820148:+
YOR286W,chrXV:820737-820782:+
YOL119C,chrXV:82175-82310:-
YOR287C,chrXV:822349-822367:-
YOR288C,chrXV:823598-823664:-
YOR289W,chrXV:823832-823910:+
YOR290C,chrXV:830860-830909:-
YOR291W,chrXV:831478-831539:+
YOL117W,chrXV:83307-83334:+
YOR292C,chrXV:837034-837144:-
YOR293W,chrXV:837504-837579:+
YOR294W,chrXV:838773-838789:+
YOR295W,chrXV:839614-839635:+
YOR296W,chrXV:840582-840592:+
YOR297C,chrXV:845776-845875:-
YOR298C-A,chrXV:848141-848298:-
YOR299W,chrXV:848754-848871:+
YOR301W,chrXV:851411-851460:+
YOR303W,chrXV:853085-853280:+
YOL116W,chrXV:85468-85500:+
YOR304W,chrXV:854820-854893:+
YOR304C-A,chrXV:859194-859283:-
YOR305W,chrXV:859412-859474:+
YOR307C,chrXV:864737-864750:-
YOR308C,chrXV:866895-866899:-
YOR310C,chrXV:868867-868892:-
YOR311C,chrXV:870430-870487:-
YOL115W,chrXV:87207-87256:+
YOR313C,chrXV:873407-873503:-
YOR316C,chrXV:878074-878214:-
YOR317W,chrXV:879667-879823:+
YOR319W,chrXV:883234-883300:+
YOL158C,chrXV:8849-8925:-
YOR320C,chrXV:885657-885697:-
YOR321W,chrXV:886434-886495:+
YOR322C,chrXV:891732-891810:-
YOR323C,chrXV:893396-893446:-
YOR324C,chrXV:895504-895531:-
YOR326W,chrXV:895949-896030:+
YOL114C,chrXV:89742-89757:-
YOL113W,chrXV:89949-90109:+
YOR327C,chrXV:901563-901740:-
YOR328W,chrXV:902252:+
YOR329C,chrXV:909904-909993:-
YOR332W,chrXV:914082-914127:+
YOR334W,chrXV:915009-915086:+
YOR335C,chrXV:919705-919737:-
YOR336W,chrXV:920229-920248:+
YOL112W,chrXV:92289-92454:+
YOR337W,chrXV:924763-924870:+
YOR338W,chrXV:927295-927393:+
YOR339C,chrXV:929343-929394:-
YOR340C,chrXV:930686-930739:-
YOR341W,chrXV:931346-931364:+
YOR344C,chrXV:942747-942861:-
YOL111C,chrXV:94700-94854:-
YOL110W,chrXV:94893-95010:+
YOR347C,chrXV:951034-951116:-
YOR348C,chrXV:953338-953459:-
YOR349W,chrXV:954318-954321:+
YOR350C,chrXV:959411-959447:-
YOL109W,chrXV:95968-96200:+
YOR351C,chrXV:961074-961167:-
YOR352W,chrXV:961658-961722:+
YOR353C,chrXV:965389-965417:-
YOR354C,chrXV:967780-967817:-
YOR355W,chrXV:969372-969448:+
YOR356W,chrXV:971662-971748:+
YOR357C,chrXV:974261-974306:-
YOR358W,chrXV:974627-974743:+
YOL108C,chrXV:97724-97812:-
YOL107W,chrXV:97902-98007:+
YOR360C,chrXV:979563-979610:-
YOR362C,chrXV:983306-983375:-
YOR363C,chrXV:987789-987860:-
YOR365C,chrXV:990154-990167:-
YOR367W,chrXV:990538-990575:+
YOR368W,chrXV:991356-991408:+
YOR369C,chrXV:993204-993313:-
YOR370C,chrXV:995851-995913:-
YOR371C,chrXV:998797-998889:-
YPL237W,chrXVI:100156-100198:+
YPL236C,chrXVI:102473-102511:-
YPL235W,chrXVI:102836-102894:+
YPL234C,chrXVI:105162-105235:-
YPL233W,chrXVI:105764-105889:+
YPL232W,chrXVI:106799-106918:+
YPL231W,chrXVI:108290-108412:+
YPL230W,chrXVI:115047-115052:+
YPL229W,chrXVI:116755-116854:+
YPL228W,chrXVI:118004-118064:+
YPL227C,chrXVI:121031-121120:-
YPL226W,chrXVI:121485-121525:+
YPL225W,chrXVI:125747-125787:+
YPL224C,chrXVI:127881-127896:-
YPL223C,chrXVI:128914-129177:-
YPL222W,chrXVI:129771-129972:+
YPL221W,chrXVI:132834-132838:+
YPL220W,chrXVI:135538-135598:+
YPL219W,chrXVI:136450-136586:+
YPL218W,chrXVI:138420-138487:+
YPL217C,chrXVI:143017-143030:-
YPL216W,chrXVI:143553-143588:+
YPL215W,chrXVI:147186-147216:+
YPL214C,chrXVI:150040-150160:-
YPL213W,chrXVI:150337-150421:+
YPL212C,chrXVI:152961-153019:-
YPL211W,chrXVI:153261-153277:+
YPL210C,chrXVI:156036-156066:-
YPL209C,chrXVI:157445-157521:-
YPL208W,chrXVI:157608-157680:+
YPL207W,chrXVI:159632-159662:+
YPL206C,chrXVI:163412-163485:-
YPL204W,chrXVI:163875-163902:+
YPL203W,chrXVI:165846-165965:+
YPL202C,chrXVI:169164-169226:-
YPL201C,chrXVI:170943-171000:-
YPL200W,chrXVI:171200-171302:+
YPL199C,chrXVI:172542-172612:-
YPL196W,chrXVI:174718-174828:+
YPL195W,chrXVI:175956-175997:+
YPL194W,chrXVI:178988-179044:+
YPL193W,chrXVI:181114-181179:+
YPL192C,chrXVI:182832-182861:-
YPL191C,chrXVI:184495-184540:-
YPL190C,chrXVI:187601-187643:-
YPL189C-A,chrXVI:188325-188440:-
YPL188W,chrXVI:191161-191187:+
YPL187W,chrXVI:193385-193389:+
YPL186C,chrXVI:195113-195363:-
YPL183W-A,chrXVI:198687-198744:+
YPL181W,chrXVI:202864-203148:+
YPL180W,chrXVI:204885-204934:+
YPL179W,chrXVI:207631-207831:+
YPL178W,chrXVI:212167-212235:+
YPL177C,chrXVI:214118-214234:-
YPL176C,chrXVI:218462-218552:-
YPL175W,chrXVI:218646-218684:+
YPL174C,chrXVI:222999-223035:-
YPL173W,chrXVI:223170-223210:+
YPL172C,chrXVI:225937-225972:-
YPL170W,chrXVI:228260-228398:+
YPL169C,chrXVI:230940-230984:-
YPL168W,chrXVI:231159-231271:+
YPL167C,chrXVI:237230-237267:-
YPL166W,chrXVI:237382-237450:+
YPL164C,chrXVI:241598-241669:-
YPL163C,chrXVI:242795-242836:-
YPL162C,chrXVI:244162-244200:-
YPL161C,chrXVI:246324-246411:-
YPL160W,chrXVI:246980-247042:+
YPL274W,chrXVI:25064-25113:+
YPL159C,chrXVI:251837-251908:-
YPL158C,chrXVI:254457-254493:-
YPL157W,chrXVI:254795-254860:+
YPL156C,chrXVI:256892-256952:-
YPL155C,chrXVI:259477-259517:-
YPL154C,chrXVI:261040-261092:-
YPL153C,chrXVI:264395-264478:-
YPL152W,chrXVI:265035-265098:+
YPL151C,chrXVI:267659-267671:-
YPL150W,chrXVI:268218-268258:+
YPL149W,chrXVI:271338-271386:+
YPL273W,chrXVI:27148-27231:+
YPL148C,chrXVI:273010-273091:-
YPL147W,chrXVI:273270-273356:+
YPL146C,chrXVI:277658-277674:-
YPL145C,chrXVI:279895-279898:-
YPL144W,chrXVI:280548-280576:+
YPL143W,chrXVI:282098-282210:+
YPL141C,chrXVI:286355-286552:-
YPL140C,chrXVI:289321-289372:-
YPL139C,chrXVI:291188-291227:-
YPL138C,chrXVI:292512-292589:-
YPL137C,chrXVI:296777-296902:-
YPL135W,chrXVI:297508-297645:+
YPL134C,chrXVI:299570-299644:-
YPL133C,chrXVI:301403-301498:-
YPL132W,chrXVI:301625-301698:+
YPL131W,chrXVI:303098-303194:+
YPL130W,chrXVI:304318-304447:+
YPL129W,chrXVI:305304-305341:+
YPL128C,chrXVI:308367-308400:-
YPL127C,chrXVI:309672-309785:-
YPL126W,chrXVI:310264-310277:+
YPL125W,chrXVI:313302-313363:+
YPL124W,chrXVI:316725-316832:+
YPL123C,chrXVI:319035-319133:-
YPL122C,chrXVI:320876-320906:-
YPL121C,chrXVI:321702-321902:-
YPL120W,chrXVI:322116-322148:+
YPL119C,chrXVI:326348-326420:-
YPL118W,chrXVI:326599-326704:+
YPL117C,chrXVI:328831-329021:-
YPL116W,chrXVI:329414-329571:+
YPL115C,chrXVI:335782-335866:-
YPL113C,chrXVI:337196-337299:-
YPL112C,chrXVI:338710-338795:-
YPL111W,chrXVI:345660-345744:+
YPL110C,chrXVI:350685-350782:-
YPL269W,chrXVI:35217-35220:+
YPL107W,chrXVI:354821-354902:+
YPL106C,chrXVI:358046-358226:-
YPL105C,chrXVI:361214-361269:-
YPL104W,chrXVI:361460-361503:+
YPL103C,chrXVI:365239-365275:-
YPL101W,chrXVI:365963-365991:+
YPL100W,chrXVI:367608-367674:+
YPL099C,chrXVI:369866-369949:-
YPL098C,chrXVI:370563-370645:-
YPL097W,chrXVI:370738-370758:+
YPL096C-A,chrXVI:372551-372642:-
YPL096W,chrXVI:372713-372767:+
YPL268W,chrXVI:37388-37427:+
YPL095C,chrXVI:375290-375373:-
YPL094C,chrXVI:376488-376553:-
YPL093W,chrXVI:376703-376764:+
YPL092W,chrXVI:379557-379602:+
YPL091W,chrXVI:381214-381340:+
YPL089C,chrXVI:387172-387272:-
YPL088W,chrXVI:387641-387775:+
YPL087W,chrXVI:389065-389278:+
YPL086C,chrXVI:392290-392339:-
YPL085W,chrXVI:392699-392713:+
YPL084W,chrXVI:399783-399856:+
YPL267W,chrXVI:40326-40380:+
YPL083C,chrXVI:403954-404019:-
YPL082C,chrXVI:409905-410057:-
YPL081W,chrXVI:410718-410738:+
YPL079W,chrXVI:412389-412429:+
YPL266W,chrXVI:41244-41323:+
YPL078C,chrXVI:414564-414657:-
YPL077C,chrXVI:415900-415962:-
YPL076W,chrXVI:416078-416164:+
YPL074W,chrXVI:421532-421579:+
YPL072W,chrXVI:424136-424166:+
YPL071C,chrXVI:426317-426451:-
YPL070W,chrXVI:426522-426593:+
YPL069C,chrXVI:429732-429782:-
YPL068C,chrXVI:430937-430996:-
YPL265W,chrXVI:43097-43191:+
YPL067C,chrXVI:431670-431771:-
YPL066W,chrXVI:431845-432034:+
YPL065W,chrXVI:433685-433760:+
YPL064C,chrXVI:435437-435481:-
YPL063W,chrXVI:435620-435672:+
YPL061W,chrXVI:438295-438370:+
YPL060W,chrXVI:440287-440318:+
YPL059W,chrXVI:444088-444175:+
YPL057C,chrXVI:452733-452914:-
YPL055C,chrXVI:454385-454637:-
YPL054W,chrXVI:455198-455349:+
YPL053C,chrXVI:458102-458158:-
YPL052W,chrXVI:458305-458377:+
YPL051W,chrXVI:459497-459551:+
YPL050C,chrXVI:461728-461779:-
YPL049C,chrXVI:463432-463498:-
YPL048W,chrXVI:463867-464033:+
YPL047W,chrXVI:465431-465478:+
YPL264C,chrXVI:46583-46604:-
YPL046C,chrXVI:466538-466614:-
YPL045W,chrXVI:466731-466777:+
YPL043W,chrXVI:469441-469481:+
YPL042C,chrXVI:474509-474589:-
YPL041C,chrXVI:475327-475353:-
YPL040C,chrXVI:478589-478654:-
YPL039W,chrXVI:478748-478803:+
YPL038W,chrXVI:480075-480136:+
YPL037C,chrXVI:481507-481600:-
YPL036W,chrXVI:482392-482473:+
YPL034W,chrXVI:485928-486021:+
YPL263C,chrXVI:48726-48799:-
YPL033C,chrXVI:487804-487865:-
YPL032C,chrXVI:491145-491223:-
YPL031C,chrXVI:492641-492706:-
YPL030W,chrXVI:493054-493090:+
YPL262W,chrXVI:49334-49599:+
YPL029W,chrXVI:495063-495090:+
YPL028W,chrXVI:497570-497740:+
YPL027W,chrXVI:499177-499230:+
YPL026C,chrXVI:501816-501880:-
YPL024W,chrXVI:503014-503154:+
YPL023C,chrXVI:506031-506095:-
YPL022W,chrXVI:506209-506388:+
YPL260W,chrXVI:51372-51479:+
YPL020C,chrXVI:513866-513931:-
YPL019C,chrXVI:516616-516660:-
YPL018W,chrXVI:517228-517242:+
YPL017C,chrXVI:519795-519857:-
YPL016W,chrXVI:520566-520593:+
YPL015C,chrXVI:526556-526641:-
YPL014W,chrXVI:527178-527194:+
YPL013C,chrXVI:529009-529081:-
YPL012W,chrXVI:529267-529321:+
YPL011C,chrXVI:534389-534433:-
YPL010W,chrXVI:534590-534679:+
YPL009C,chrXVI:538580-538584:-
YPL008W,chrXVI:538754-538782:+
YPL007C,chrXVI:543476-543520:-
YPL006W,chrXVI:544168-544245:+
YPL005W,chrXVI:548073-548089:+
YPL259C,chrXVI:54884-54931:-
YPL004C,chrXVI:551268-551418:-
YPL003W,chrXVI:551589-551640:+
YPL002C,chrXVI:553951-554008:-
YPL001W,chrXVI:554181-554212:+
YPR001W,chrXVI:555878-556002:+
YPR002W,chrXVI:557881-558027:+
YPR003C,chrXVI:563043-563114:-
YPR004C,chrXVI:564327-564394:-
YPR005C,chrXVI:565964-566195:-
YPR006C,chrXVI:568264-568432:-
YPR007C,chrXVI:570631-570735:-
YPR008W,chrXVI:572415-572424:+
YPR009W,chrXVI:575998-576096:+
YPR010C-A,chrXVI:582320-582432:-
YPR011C,chrXVI:583684-583744:-
YPR013C,chrXVI:585284-585356:-
YPR015C,chrXVI:590711-590749:-
YPR016C,chrXVI:592727-592794:-
YPR017C,chrXVI:593510-593551:-
YPR018W,chrXVI:593935-593981:+
YPR019W,chrXVI:596215-596339:+
YPL257W,chrXVI:59808-59904:-
YPR020W,chrXVI:599373-599450:+
YPR021C,chrXVI:603155-603191:-
YPR022C,chrXVI:606911-606936:-
YPR023C,chrXVI:609573-609670:-
YPR024W,chrXVI:609845-610011:+
YPR025C,chrXVI:614074-614128:-
YPR026W,chrXVI:614854-615016:+
YPR027C,chrXVI:620842-621008:-
YPR028W,chrXVI:623333-623406:+
YPR029C,chrXVI:626878-626918:-
YPR030W,chrXVI:627698-627766:+
YPR031W,chrXVI:631331-631418:+
YPR032W,chrXVI:633974-634041:+
YPR033C,chrXVI:638916-638987:-
YPR034W,chrXVI:639372-639417:+
YPR035W,chrXVI:641932-642176:+
YPR036W,chrXVI:643699-643741:+
YPR036W-A,chrXVI:645746-645926:+
YPR037C,chrXVI:646985-647094:-
YPR040W,chrXVI:647162-647234:+
YPR041W,chrXVI:648502-648604:+
YPR042C,chrXVI:653675-653733:-
YPR043W,chrXVI:654004-654066:+
YPR045C,chrXVI:656499-656540:-
YPR046W,chrXVI:656653-656744:+
YPR047W,chrXVI:657390-657451:+
YPR048W,chrXVI:659075-659110:+
YPR049C,chrXVI:664627-664684:-
YPR051W,chrXVI:664832-664878:+
YPL256C,chrXVI:66529-66604:-
YPR052C,chrXVI:665868-666012:-
YPR054W,chrXVI:666185-666203:+
YPR055W,chrXVI:667545-667556:+
YPR056W,chrXVI:670984-671045:+
YPR057W,chrXVI:672371-672416:+
YPR058W,chrXVI:673568-673711:+
YPL255W,chrXVI:67399-67455:+
YPR060C,chrXVI:675585-675642:-
YPR061C,chrXVI:676825-676881:-
YPR062W,chrXVI:677033-677113:+
YPR063C,chrXVI:678257-678319:-
YPR065W,chrXVI:679450-679623:+
YPR066W,chrXVI:681108-681161:+
YPR067W,chrXVI:682106-682172:+
YPR068C,chrXVI:684296-684348:-
YPR069C,chrXVI:685394-685459:-
YPR070W,chrXVI:685794-685809:+
YPR071W,chrXVI:688037-688109:+
YPL254W,chrXVI:68983-69007:+
YPR072W,chrXVI:690274-690302:+
YPR073C,chrXVI:692713-692796:-
YPR074C,chrXVI:695159-695262:-
YPR075C,chrXVI:697126-697189:-
YPR078C,chrXVI:698651-698750:-
YPR079W,chrXVI:699072-699139:+
YPR080W,chrXVI:700851-700896:+
YPR081C,chrXVI:704270-704285:-
YPR082C,chrXVI:704918-705015:-
YPR083W,chrXVI:705073-705156:+
YPR084W,chrXVI:707134-707207:+
YPR085C,chrXVI:710163-710238:-
YPR086W,chrXVI:710328-710395:+
YPR088C,chrXVI:713334-713388:-
YPR089W,chrXVI:713535-713560:+
YPR091C,chrXVI:718770-718836:-
YPR093C,chrXVI:720736-720804:-
YPR094W,chrXVI:720883-720936:+
YPR095C,chrXVI:725263-725305:-
YPR097W,chrXVI:725398-725504:+
YPL253C,chrXVI:72772-72849:-
YPR098C,chrXVI:729819-729859:-
YPR100W,chrXVI:730017-730070:+
YPR101W,chrXVI:730742-730791:+
YPR102C,chrXVI:732059-732177:-
YPR103W,chrXVI:732518-732607:+
YPL252C,chrXVI:73599-73689:-
YPR104C,chrXVI:736996-737015:-
YPR105C,chrXVI:739880-739972:-
YPR106W,chrXVI:740283-740357:+
YPR107C,chrXVI:742395-742464:-
YPR108W,chrXVI:742607-742709:+
YPL250C,chrXVI:74507-74572:-
YPR109W,chrXVI:745560-745615:+
YPR110C,chrXVI:747813-747842:-
YPR111W,chrXVI:748215-748249:+
YPR112C,chrXVI:752936:-
YPR113W,chrXVI:753184-753214:+
YPR114W,chrXVI:754183-754202:+
YPR115W,chrXVI:755620-755698:+
YPR116W,chrXVI:759569-759601:+
YPL249C-A,chrXVI:76004-76095:-
YPR117W,chrXVI:760674-760682:+
YPR118W,chrXVI:768638-768700:+
YPR119W,chrXVI:771853-771916:+
YPR120C,chrXVI:775858-776088:-
YPL249C,chrXVI:79125-79143:-
YPR124W,chrXVI:792533-792639:+
YPR125W,chrXVI:794503-794605:+
YPR127W,chrXVI:796550-796870:+
YPR128C,chrXVI:798894-798935:-
YPR129W,chrXVI:799304-799347:+
YPR132W,chrXVI:801550-801637:+
YPR133C,chrXVI:803884-803981:-
YPR133W-A,chrXVI:804157-804253:+
YPR134W,chrXVI:804647-804712:+
YPR135W,chrXVI:805819-805868:+
YPR138C,chrXVI:813293-813298:-
YPR139C,chrXVI:814832-814878:-
YPR140W,chrXVI:815115:+
YPR141C,chrXVI:818746-818857:-
YPR143W,chrXVI:819022-819070:+
YPL248C,chrXVI:82062-82136:-
YPR145W,chrXVI:823301-823389:+
YPR145C-A,chrXVI:825569-825753:-
YPR147C,chrXVI:827372-827474:-
YPR148C,chrXVI:828888-829015:-
YPR149W,chrXVI:830364-830742:+
YPR151C,chrXVI:832314-832765:-
YPR152C,chrXVI:834248-834268:-
YPR153W,chrXVI:834381-834417:+
YPR154W,chrXVI:835287-835346:+
YPR155C,chrXVI:838213-838255:-
YPL247C,chrXVI:83972-84082:-
YPR156C,chrXVI:840563-840616:-
YPR158W,chrXVI:843919-844022:+
YPR159W,chrXVI:846117-846300:+
YPL246C,chrXVI:85037-85122:-
YPR160W,chrXVI:855900-856052:+
YPR161C,chrXVI:861291-861336:-
YPR162C,chrXVI:863120-863167:-
YPR163C,chrXVI:864843-864877:-
YPR164W,chrXVI:865463-865509:+
YPR165W,chrXVI:870171-870172:+
YPR166C,chrXVI:871443-871549:-
YPR167C,chrXVI:872482-872511:-
YPR168W,chrXVI:872870-872915:+
YPL244C,chrXVI:87779-87817:-
YPR170W-B,chrXVI:878277-878355:+
YPR171W,chrXVI:878909-878918:+
YPR172W,chrXVI:880875-880919:+
YPL243W,chrXVI:88131-88223:+
YPR173C,chrXVI:882961-883061:-
YPR174C,chrXVI:883827-883897:-
YPR175W,chrXVI:884032-884073:+
YPR176C,chrXVI:887191-887240:-
YPR178W,chrXVI:887390-887452:+
YPR179C,chrXVI:890898-890927:-
YPR180W,chrXVI:891044-891104:+
YPR181C,chrXVI:894830-894883:-
YPR182W,chrXVI:895235-895299:+
YPR183W,chrXVI:895759-895866:+
YPR184W,chrXVI:897039-897138:+
YPR185W,chrXVI:901974-902087:+
YPR186C,chrXVI:906133-906166:-
YPR187W,chrXVI:906324-906348:+
YPR188C,chrXVI:907598-907657:-
YPR189W,chrXVI:907738-907769:+
YPR190C,chrXVI:914157-914216:-
YPR191W,chrXVI:914398-914474:+
YPR192W,chrXVI:916859-917004:+
YPR193C,chrXVI:918482-918554:-
YPL242C,chrXVI:94877-94913:-
YPL241C,chrXVI:95988-95998:-
YPL240C,chrXVI:98367-98517:-
YPL239W,chrXVI:99107-99133:+
